Time (sec),Thrust (N),Temperature (°C)
6.506,2.1764066,382.23
6.507,2.3872418,382.23
6.507,2.3872418,382.23
6.508,2.3872418,382.23
6.509,2.1764066,382.23
6.51,2.1764066,382.23
6.511,2.1764066,382.23
6.512,1.9655715,382.23
6.513,1.9655715,382.23
6.514,1.9655715,382.23
6.515,1.9655715,382.23
6.516,1.7547363,382.23
6.517,1.7547363,382.23
6.517,1.9655715,382.23
6.518,1.9655715,382.23
6.519,1.9655715,382.23
6.52,1.9655715,382.23
6.521,1.9655715,382.23
6.522,1.7547363,382.23
6.523,1.9655715,382.23
6.524,1.9655715,382.23
6.525,1.7547363,382.23
6.526,1.9655715,382.23
6.527,1.9655715,382.23
6.528,2.1764066,382.23
6.528,2.1764066,382.23
6.529,1.9655715,382.23
6.53,1.7547363,382.23
6.531,1.7547363,382.23
6.532,1.7547363,382.23
6.533,1.7547363,382.23
6.534,1.9655715,382.23
6.535,1.9655715,382.23
6.536,1.9655715,382.23
6.537,1.7547363,382.23
6.538,1.5439011,382.23
6.538,1.7547363,382.23
-203.159,1.5439011,382.23
6.54,1.9655715,382.23
6.541,1.7547363,382.23
6.542,1.9655715,382.23
6.543,1.7547363,382.23
6.544,1.9655715,382.23
6.545,1.9655715,382.23
6.546,1.5439011,382.23
6.547,1.7547363,382.23
6.549,1.7547363,382.23
6.55,1.7547363,382.23
6.55,1.5439011,382.23
6.551,1.7547363,382.23
6.552,1.7547363,382.23
6.553,1.7547363,382.23
6.554,1.5439011,382.23
6.555,1.333066,382.23
6.556,1.7547363,382.23
6.557,1.7547363,382.23
6.558,1.5439011,382.23
6.559,1.333066,382.23
6.56,1.7547363,382.23
6.56,1.5439011,382.23
6.561,1.7547363,382.23
6.562,1.7547363,382.23
6.563,1.7547363,382.23
6.564,1.5439011,382.23
6.565,1.5439011,382.23
6.566,1.5439011,382.23
6.567,1.5439011,382.23
6.568,1.5439011,382.23
6.569,1.5439011,382.23
6.57,1.5439011,382.23
6.571,1.5439011,382.23
6.571,1.1222305,382.23
6.572,1.333066,382.23
6.573,1.333066,382.23
6.574,1.5439011,382.23
6.575,1.5439011,382.23
6.576,1.333066,382.23
6.577,1.333066,382.23
6.578,1.5439011,382.23
6.579,1.5439011,382.23
6.58,1.5439011,382.23
6.581,1.5439011,382.23
6.581,1.1222305,382.23
6.582,1.5439011,382.23
6.583,1.333066,382.23
6.584,0.9113953,382.23
6.585,1.1222305,382.23
6.586,1.333066,382.23
6.587,1.333066,382.23
6.588,1.333066,382.23
6.589,1.1222305,382.23
6.59,1.1222305,382.23
6.592,1.1222305,382.23
6.593,1.333066,382.23
6.593,1.1222305,382.23
6.594,1.1222305,382.23
6.595,0.9113953,382.23
6.596,1.1222305,382.23
6.597,1.333066,382.23
6.598,1.1222305,382.23
6.599,1.333066,382.23
6.6,0.9113953,382.23
6.601,0.9113953,382.23
6.602,1.1222305,382.23
6.603,0.9113953,382.23
6.603,0.9113953,382.23
6.604,0.9113953,382.23
-203.159,0.9113953,382.23
6.606,0.9113953,382.23
6.607,0.7005601,382.23
6.608,0.7005601,382.23
6.609,0.48972493,382.23
6.61,0.9113953,382.23
6.611,0.9113953,382.23
6.612,0.7005601,382.23
6.613,0.9113953,382.23
6.614,0.9113953,382.23
6.614,0.9113953,382.23
6.615,0.7005601,382.23
6.616,0.7005601,382.23
6.617,0.9113953,382.23
6.618,0.9113953,382.23
6.619,0.9113953,382.23
6.62,0.48972493,382.23
6.621,0.7005601,382.23
6.622,0.7005601,382.23
6.623,0.48972493,382.23
6.624,0.48972493,382.23
6.624,0.7005601,382.23
-203.159,0.7005601,382.23
6.626,0.7005601,382.23
6.627,0.7005601,382.23
6.628,0.7005601,382.23
6.629,0.7005601,382.23
6.63,0.7005601,382.23
6.631,0.48972493,382.23
6.632,0.7005601,382.23
6.634,0.48972493,382.23
6.635,0.48972493,382.23
6.636,0.27888975,382.23
6.636,0.7005601,382.23
6.637,0.7005601,382.23
6.638,0.7005601,382.23
6.639,0.48972493,382.23
6.64,0.27888975,382.23
6.641,0.27888975,382.23
6.642,0.48972493,382.23
6.643,0.48972493,382.23
6.644,0.27888975,382.23
6.645,0.27888975,382.23
6.646,0.48972493,382.23
6.646,0.06805456,382.23
6.647,0.48972493,382.23
6.648,0.27888975,382.23
6.649,0.48972493,382.23
6.65,0.06805456,382.23
6.651,0.27888975,382.23
6.652,0.27888975,382.23
6.653,0.27888975,382.23
6.654,0.06805456,382.23
6.655,0.48972493,382.23
6.656,0.27888975,382.23
6.657,0.27888975,382.23
6.657,0.06805456,382.23
6.658,0.06805456,382.23
6.659,0.27888975,382.23
6.66,0.27888975,382.23
6.662,0.06805456,382.23
6.663,0.06805456,382.23
6.664,0.27888975,382.23
6.665,0.48972493,382.23
6.666,0.48972493,382.23
6.667,0.48972493,382.23
6.667,0.27888975,382.23
6.668,0.06805456,382.23
6.669,0.06805456,382.23
6.67,0.06805456,382.23
6.672,0.06805456,382.23
6.673,0.06805456,382.23
6.674,0.06805456,382.23
6.675,0.27888975,382.23
6.677,0.27888975,382.23
6.678,0.27888975,382.23
6.679,0.27888975,382.23
6.681,0.06805456,382.23
6.683,0.06805456,382.23
6.684,0.06805456,382.23
6.685,0.27888975,382.23
6.686,0.27888975,382.23
6.687,0.27888975,382.23
6.688,0.27888975,382.23
6.689,0.48972493,382.23
6.689,0.27888975,382.23
6.69,0.27888975,382.23
6.691,0.06805456,382.23
6.692,0.06805456,382.23
6.693,0.27888975,382.23
6.694,0.06805456,382.23
6.696,0.06805456,382.23
6.697,0.06805456,382.23
6.699,0.06805456,382.23
6.703,0.06805456,382.23
6.704,0.06805456,382.23
6.705,0.06805456,382.23
6.706,0.27888975,382.23
6.707,0.06805456,382.23
6.708,0.06805456,382.23
6.713,0.06805456,382.23
6.716,0.06805456,382.23
6.721,0.06805456,382.23
6.722,0.06805456,382.23
6.729,0.06805456,382.23
6.732,0.06805456,382.23
6.735,0.06805456,382.23
-203.159,0.06805456,382.23
